Transaction ID,Company,City,KM Travelled,Price Charged,Cost of Trip,Population,Users,Customer ID,Payment_Mode,Gender,Age,Income (USD/Month),date,holiday
10060873,Yellow Cab,NEW YORK NY,20.9,488.57,253.308," 8,405,837 "," 302,149 ",1183,Cash,Male,20,24359,2016-08-01,Civic Holiday
10061006,Yellow Cab,PITTSBURGH PA,21.21,364.51,272.3364," 542,085 "," 3,643 ",50032,Cash,Female,38,17640,2016-08-01,Civic Holiday
10061042,Yellow Cab,SAN DIEGO CA,33.28,539.03,455.2704," 959,307 "," 69,995 ",18151,Card,Male,55,4243,2016-08-01,Civic Holiday
10061337,Yellow Cab,SEATTLE WA,38.61,615.13,528.1848," 671,238 "," 25,063 ",37427,Card,Male,46,8709,2016-08-01,Civic Holiday
10061347,Yellow Cab,SEATTLE WA,32.48,463.77,452.1216," 671,238 "," 25,063 ",38840,Card,Female,36,18540,2016-08-01,Civic Holiday
10061374,Yellow Cab,SILICON VALLEY,21.85,361.66,298.908," 1,177,609 "," 27,247 ",14988,Cash,Female,35,22081,2016-08-01,Civic Holiday
10061378,Yellow Cab,SILICON VALLEY,17.44,298.08,244.8576," 1,177,609 "," 27,247 ",12028,Card,Female,29,17016,2016-08-01,Civic Holiday
10061382,Yellow Cab,TUCSON AZ,14.0,257.45,181.44," 631,442 "," 5,712 ",39515,Cash,Female,30,17399,2016-08-01,Civic Holiday
10061449,Yellow Cab,WASHINGTON DC,31.0,503.16,372.0," 418,859 "," 127,001 ",52167,Cash,Male,20,16615,2016-08-01,Civic Holiday
10061536,Yellow Cab,WASHINGTON DC,29.12,463.89,373.9008," 418,859 "," 127,001 ",51635,Card,Male,29,29292,2016-08-01,Civic Holiday
10061542,Yellow Cab,WASHINGTON DC,5.4,85.21,71.928," 418,859 "," 127,001 ",52833,Card,Male,56,16950,2016-08-01,Civic Holiday
10061547,Yellow Cab,WASHINGTON DC,12.6,170.43,163.296," 418,859 "," 127,001 ",52430,Card,Male,32,7394,2016-08-01,Civic Holiday
10061550,Yellow Cab,WASHINGTON DC,15.45,232.19,185.4," 418,859 "," 127,001 ",51283,Cash,Male,24,23712,2016-08-01,Civic Holiday
10061551,Yellow Cab,WASHINGTON DC,35.64,583.83,427.68," 418,859 "," 127,001 ",51462,Cash,Male,22,2086,2016-08-01,Civic Holiday
10061581,Yellow Cab,WASHINGTON DC,30.38,452.01,368.2056," 418,859 "," 127,001 ",52007,Card,Female,36,24874,2016-08-01,Civic Holiday
10069452,Pink Cab,ATLANTA GA,27.16,290.26,298.76," 814,885 "," 24,701 ",29722,Card,Male,45,15076,2016-09-05,Labour Day
10069468,Pink Cab,AUSTIN TX,12.35,167.53,132.145," 698,371 "," 14,978 ",33396,Cash,Male,39,18902,2016-09-05,Labour Day
10069472,Pink Cab,AUSTIN TX,7.84,109.9,79.968," 698,371 "," 14,978 ",34618,Card,Female,61,23677,2016-09-05,Labour Day
10069484,Pink Cab,BOSTON MA,34.2,469.84,406.98," 248,968 "," 80,021 ",59610,Card,Female,65,30964,2016-09-05,Labour Day
10069499,Pink Cab,BOSTON MA,24.48,317.09,244.8," 248,968 "," 80,021 ",58176,Card,Female,24,20468,2016-09-05,Labour Day
10069510,Pink Cab,BOSTON MA,43.32,510.11,459.192," 248,968 "," 80,021 ",58379,Cash,Female,55,4370,2016-09-05,Labour Day
10069511,Pink Cab,BOSTON MA,2.36,30.57,23.836," 248,968 "," 80,021 ",58555,Cash,Male,50,11988,2016-09-05,Labour Day
10069515,Pink Cab,CHICAGO IL,5.82,64.38,68.676," 1,955,130 "," 164,468 ",4059,Cash,Female,50,25230,2016-09-05,Labour Day
10069518,Pink Cab,CHICAGO IL,43.29,500.13,437.229," 1,955,130 "," 164,468 ",4288,Card,Male,28,24881,2016-09-05,Labour Day
10069541,Pink Cab,CHICAGO IL,28.56,340.49,288.456," 1,955,130 "," 164,468 ",5232,Cash,Female,28,12655,2016-09-05,Labour Day
10069547,Pink Cab,CHICAGO IL,36.0,451.31,428.4," 1,955,130 "," 164,468 ",3386,Cash,Male,19,16512,2016-09-05,Labour Day
10069600,Pink Cab,LOS ANGELES CA,5.9,71.02,61.95," 1,595,037 "," 144,132 ",6460,Cash,Female,25,24639,2016-09-05,Labour Day
10069608,Pink Cab,LOS ANGELES CA,27.5,334.53,288.75," 1,595,037 "," 144,132 ",8222,Cash,Female,21,13008,2016-09-05,Labour Day
10069629,Pink Cab,LOS ANGELES CA,20.0,266.11,236.0," 1,595,037 "," 144,132 ",7893,Card,Male,40,13850,2016-09-05,Labour Day
10069663,Pink Cab,LOS ANGELES CA,34.56,433.55,380.16," 1,595,037 "," 144,132 ",6708,Cash,Male,18,19391,2016-09-05,Labour Day
10069668,Pink Cab,LOS ANGELES CA,23.92,303.11,282.256," 1,595,037 "," 144,132 ",8368,Card,Male,46,19524,2016-09-05,Labour Day
10069677,Pink Cab,LOS ANGELES CA,16.66,230.11,189.924," 1,595,037 "," 144,132 ",7471,Cash,Female,32,21777,2016-09-05,Labour Day
10069740,Pink Cab,LOS ANGELES CA,21.56,289.59,245.784," 1,595,037 "," 144,132 ",8354,Cash,Male,48,12229,2016-09-05,Labour Day
10069749,Pink Cab,MIAMI FL,10.2,131.13,102.0," 1,339,155 "," 17,675 ",9743,Card,Male,39,15769,2016-09-05,Labour Day
10069759,Pink Cab,MIAMI FL,36.63,490.55,424.908," 1,339,155 "," 17,675 ",10992,Cash,Male,39,14246,2016-09-05,Labour Day
10069760,Pink Cab,MIAMI FL,28.8,397.26,336.96," 1,339,155 "," 17,675 ",11592,Cash,Female,37,4003,2016-09-05,Labour Day
10069776,Pink Cab,NASHVILLE TN,41.76,429.74,421.776," 327,225 "," 9,270 ",54726,Card,Female,32,5225,2016-09-05,Labour Day
10069868,Pink Cab,NEW YORK NY,33.93,544.63,356.265," 8,405,837 "," 302,149 ",2629,Card,Female,20,21923,2016-09-05,Labour Day
10069874,Pink Cab,NEW YORK NY,23.23,362.02,236.946," 8,405,837 "," 302,149 ",1952,Card,Female,38,26361,2016-09-05,Labour Day
10069878,Pink Cab,NEW YORK NY,4.85,81.63,50.925," 8,405,837 "," 302,149 ",483,Card,Male,28,4077,2016-09-05,Labour Day
10069919,Pink Cab,PITTSBURGH PA,13.52,240.65,139.256," 542,085 "," 3,643 ",49853,Card,Female,33,11200,2016-09-05,Labour Day
10069940,Pink Cab,SAN DIEGO CA,41.4,650.26,451.26," 959,307 "," 69,995 ",19966,Cash,Male,37,12386,2016-09-05,Labour Day
10069942,Pink Cab,SAN DIEGO CA,40.8,634.61,485.52," 959,307 "," 69,995 ",18395,Card,Male,34,18835,2016-09-05,Labour Day
10069950,Pink Cab,SAN DIEGO CA,31.36,454.3,351.232," 959,307 "," 69,995 ",20394,Cash,Male,29,15250,2016-09-05,Labour Day
10069957,Pink Cab,SAN DIEGO CA,24.99,346.78,297.381," 959,307 "," 69,995 ",20710,Card,Male,34,25848,2016-09-05,Labour Day
10069962,Pink Cab,SAN DIEGO CA,23.46,321.97,251.022," 959,307 "," 69,995 ",20219,Card,Male,34,6032,2016-09-05,Labour Day
10069973,Pink Cab,SAN DIEGO CA,20.71,331.6,211.242," 959,307 "," 69,995 ",18367,Card,Female,24,19987,2016-09-05,Labour Day
10069975,Pink Cab,SAN DIEGO CA,26.73,411.69,280.665," 959,307 "," 69,995 ",19355,Card,Male,24,22886,2016-09-05,Labour Day
10069986,Pink Cab,SAN DIEGO CA,45.63,688.86,488.241," 959,307 "," 69,995 ",19340,Card,Female,64,13713,2016-09-05,Labour Day
10070010,Pink Cab,SAN DIEGO CA,31.68,531.4,335.808," 959,307 "," 69,995 ",19350,Card,Male,52,33449,2016-09-05,Labour Day
10070254,Pink Cab,SEATTLE WA,27.0,285.85,280.8," 671,238 "," 25,063 ",36887,Cash,Male,23,27052,2016-09-05,Labour Day
10070260,Pink Cab,SEATTLE WA,32.98,342.03,366.078," 671,238 "," 25,063 ",36451,Cash,Male,59,13304,2016-09-05,Labour Day
10070293,Pink Cab,SILICON VALLEY,18.53,248.36,185.3," 1,177,609 "," 27,247 ",13675,Card,Male,58,28206,2016-09-05,Labour Day
10070303,Pink Cab,TUCSON AZ,3.21,30.78,37.557," 631,442 "," 5,712 ",39303,Cash,Female,20,6040,2016-09-05,Labour Day
10070310,Pink Cab,WASHINGTON DC,20.9,289.77,242.44," 418,859 "," 127,001 ",52496,Cash,Male,31,11190,2016-09-05,Labour Day
10070315,Pink Cab,WASHINGTON DC,29.76,428.8,336.288," 418,859 "," 127,001 ",52437,Card,Female,20,23484,2016-09-05,Labour Day
10070336,Yellow Cab,ATLANTA GA,14.04,203.63,176.904," 814,885 "," 24,701 ",28312,Cash,Male,29,26167,2016-09-05,Labour Day
10070350,Yellow Cab,ATLANTA GA,2.04,30.82,25.4592," 814,885 "," 24,701 ",27139,Card,Female,61,15165,2016-09-05,Labour Day
10070361,Yellow Cab,ATLANTA GA,8.16,114.65,116.5248," 814,885 "," 24,701 ",27174,Card,Male,58,14299,2016-09-05,Labour Day
10070391,Yellow Cab,AUSTIN TX,37.08,649.46,493.9056," 698,371 "," 14,978 ",34083,Card,Male,19,22022,2016-09-05,Labour Day
10070426,Yellow Cab,BOSTON MA,21.78,350.56,271.8144," 248,968 "," 80,021 ",57502,Card,Male,30,3093,2016-09-05,Labour Day
10070435,Yellow Cab,BOSTON MA,19.44,309.77,240.2784," 248,968 "," 80,021 ",57611,Cash,Female,28,10668,2016-09-05,Labour Day
10070446,Yellow Cab,BOSTON MA,33.6,589.49,455.616," 248,968 "," 80,021 ",59428,Card,Male,30,4947,2016-09-05,Labour Day
10070452,Yellow Cab,BOSTON MA,34.1,510.44,474.672," 248,968 "," 80,021 ",59602,Cash,Female,42,12220,2016-09-05,Labour Day
10070462,Yellow Cab,BOSTON MA,5.55,93.8,67.932," 248,968 "," 80,021 ",57432,Cash,Male,43,4151,2016-09-05,Labour Day
10070485,Yellow Cab,BOSTON MA,11.77,195.13,163.8384," 248,968 "," 80,021 ",58280,Card,Male,27,19403,2016-09-05,Labour Day
10070499,Yellow Cab,BOSTON MA,29.9,462.01,430.56," 248,968 "," 80,021 ",57022,Card,Male,28,16692,2016-09-05,Labour Day
10070553,Yellow Cab,CHICAGO IL,34.98,436.03,419.76," 1,955,130 "," 164,468 ",3282,Card,Female,21,14100,2016-09-05,Labour Day
10070618,Yellow Cab,CHICAGO IL,25.96,333.92,352.0176," 1,955,130 "," 164,468 ",4079,Card,Female,40,29768,2016-09-05,Labour Day
10070626,Yellow Cab,CHICAGO IL,31.59,456.61,432.1512," 1,955,130 "," 164,468 ",4781,Cash,Female,59,10605,2016-09-05,Labour Day
10070650,Yellow Cab,CHICAGO IL,29.16,425.35,360.4176," 1,955,130 "," 164,468 ",4837,Card,Male,28,4655,2016-09-05,Labour Day
10070654,Yellow Cab,CHICAGO IL,15.15,208.94,218.16," 1,955,130 "," 164,468 ",3545,Card,Male,40,24042,2016-09-05,Labour Day
10070673,Yellow Cab,CHICAGO IL,2.38,34.72,33.1296," 1,955,130 "," 164,468 ",3971,Cash,Male,18,24583,2016-09-05,Labour Day
10070721,Yellow Cab,CHICAGO IL,37.37,520.34,502.2528," 1,955,130 "," 164,468 ",3069,Card,Male,33,25517,2016-09-05,Labour Day
10070723,Yellow Cab,CHICAGO IL,26.46,361.41,336.5712," 1,955,130 "," 164,468 ",5124,Cash,Female,47,8982,2016-09-05,Labour Day
10070739,Yellow Cab,CHICAGO IL,33.6,432.2,463.68," 1,955,130 "," 164,468 ",4701,Card,Male,31,17588,2016-09-05,Labour Day
10070745,Yellow Cab,CHICAGO IL,19.19,267.2,251.0052," 1,955,130 "," 164,468 ",5497,Card,Male,30,11404,2016-09-05,Labour Day
10070772,Yellow Cab,CHICAGO IL,40.12,563.95,491.0688," 1,955,130 "," 164,468 ",3048,Card,Female,29,14258,2016-09-05,Labour Day
10070775,Yellow Cab,CHICAGO IL,8.26,104.06,105.0672," 1,955,130 "," 164,468 ",3637,Cash,Male,36,17538,2016-09-05,Labour Day
10070789,Yellow Cab,CHICAGO IL,27.25,343.29,327.0," 1,955,130 "," 164,468 ",5729,Card,Male,33,17192,2016-09-05,Labour Day
10070799,Yellow Cab,DALLAS TX,3.51,56.61,43.8048," 942,908 "," 22,157 ",24228,Cash,Male,34,13553,2016-09-05,Labour Day
10070864,Yellow Cab,LOS ANGELES CA,4.72,72.21,65.136," 1,595,037 "," 144,132 ",8208,Card,Female,23,12011,2016-09-05,Labour Day
10070876,Yellow Cab,LOS ANGELES CA,18.72,269.53,240.3648," 1,595,037 "," 144,132 ",6133,Card,Female,62,12879,2016-09-05,Labour Day
10070884,Yellow Cab,LOS ANGELES CA,29.4,436.53,384.552," 1,595,037 "," 144,132 ",7507,Card,Male,19,24206,2016-09-05,Labour Day
10070895,Yellow Cab,LOS ANGELES CA,2.26,35.25,31.7304," 1,595,037 "," 144,132 ",8890,Cash,Male,18,12815,2016-09-05,Labour Day
10070911,Yellow Cab,LOS ANGELES CA,8.73,125.69,123.6168," 1,595,037 "," 144,132 ",8966,Card,Female,47,7297,2016-09-05,Labour Day
10070922,Yellow Cab,LOS ANGELES CA,37.44,561.52,458.2656," 1,595,037 "," 144,132 ",7987,Card,Female,39,12810,2016-09-05,Labour Day
10070936,Yellow Cab,LOS ANGELES CA,37.1,523.04,489.72," 1,595,037 "," 144,132 ",7342,Card,Male,30,31080,2016-09-05,Labour Day
10070940,Yellow Cab,LOS ANGELES CA,12.61,185.34,175.5312," 1,595,037 "," 144,132 ",8423,Card,Female,37,25424,2016-09-05,Labour Day
10070943,Yellow Cab,LOS ANGELES CA,36.1,508.94,454.86," 1,595,037 "," 144,132 ",7252,Card,Female,39,13755,2016-09-05,Labour Day
10070952,Yellow Cab,LOS ANGELES CA,28.5,427.44,359.1," 1,595,037 "," 144,132 ",8350,Card,Male,48,17412,2016-09-05,Labour Day
10070961,Yellow Cab,LOS ANGELES CA,21.47,338.11,260.2164," 1,595,037 "," 144,132 ",6309,Cash,Male,34,3455,2016-09-05,Labour Day
10070964,Yellow Cab,LOS ANGELES CA,12.74,183.43,160.524," 1,595,037 "," 144,132 ",6564,Card,Male,19,9101,2016-09-05,Labour Day
10070994,Yellow Cab,LOS ANGELES CA,31.68,456.13,383.9616," 1,595,037 "," 144,132 ",6072,Card,Female,18,15632,2016-09-05,Labour Day
10071001,Yellow Cab,LOS ANGELES CA,4.75,69.82,64.41," 1,595,037 "," 144,132 ",8657,Card,Male,19,19206,2016-09-05,Labour Day
10071002,Yellow Cab,LOS ANGELES CA,22.26,307.15,293.832," 1,595,037 "," 144,132 ",8296,Cash,Female,38,32713,2016-09-05,Labour Day
10071004,Yellow Cab,LOS ANGELES CA,21.47,302.69,291.1332," 1,595,037 "," 144,132 ",6602,Card,Female,30,24734,2016-09-05,Labour Day
10071067,Yellow Cab,NASHVILLE TN,34.56,451.05,497.664," 327,225 "," 9,270 ",54065,Cash,Male,25,5635,2016-09-05,Labour Day
10071080,Yellow Cab,NEW YORK NY,13.72,280.85,169.5792," 8,405,837 "," 302,149 ",2480,Card,Female,24,24431,2016-09-05,Labour Day
10071113,Yellow Cab,NEW YORK NY,22.4,538.27,322.56," 8,405,837 "," 302,149 ",612,Cash,Male,26,29910,2016-09-05,Labour Day
10071131,Yellow Cab,NEW YORK NY,20.9,432.47,268.356," 8,405,837 "," 302,149 ",2666,Card,Male,20,20694,2016-09-05,Labour Day
10071139,Yellow Cab,NEW YORK NY,3.54,77.19,42.48," 8,405,837 "," 302,149 ",2423,Card,Female,31,7880,2016-09-05,Labour Day
10071148,Yellow Cab,NEW YORK NY,23.76,549.8,325.0368," 8,405,837 "," 302,149 ",220,Card,Male,30,10201,2016-09-05,Labour Day
10071170,Yellow Cab,NEW YORK NY,46.0,931.38,585.12," 8,405,837 "," 302,149 ",1390,Card,Male,42,3824,2016-09-05,Labour Day
10071180,Yellow Cab,NEW YORK NY,2.2,47.97,30.096," 8,405,837 "," 302,149 ",1533,Card,Male,22,29694,2016-09-05,Labour Day
10071242,Yellow Cab,NEW YORK NY,33.79,676.64,409.5348," 8,405,837 "," 302,149 ",2571,Cash,Male,33,4620,2016-09-05,Labour Day
10071247,Yellow Cab,NEW YORK NY,5.3,109.67,65.508," 8,405,837 "," 302,149 ",2226,Card,Female,49,6516,2016-09-05,Labour Day
10071299,Yellow Cab,NEW YORK NY,44.4,1027.41,586.08," 8,405,837 "," 302,149 ",497,Card,Female,19,21065,2016-09-05,Labour Day
10071308,Yellow Cab,NEW YORK NY,17.82,392.53,239.5008," 8,405,837 "," 302,149 ",2490,Cash,Male,28,14705,2016-09-05,Labour Day
10071343,Yellow Cab,NEW YORK NY,40.17,929.53,554.346," 8,405,837 "," 302,149 ",884,Cash,Male,23,18668,2016-09-05,Labour Day
10071346,Yellow Cab,NEW YORK NY,5.15,108.86,72.924," 8,405,837 "," 302,149 ",1400,Card,Male,22,19260,2016-09-05,Labour Day
10071370,Yellow Cab,NEW YORK NY,7.76,160.57,109.8816," 8,405,837 "," 302,149 ",2913,Card,Female,18,22355,2016-09-05,Labour Day
10071377,Yellow Cab,NEW YORK NY,12.32,252.19,168.5376," 8,405,837 "," 302,149 ",251,Cash,Male,29,2042,2016-09-05,Labour Day
10071413,Yellow Cab,NEW YORK NY,12.43,251.67,176.0088," 8,405,837 "," 302,149 ",808,Card,Male,27,5941,2016-09-05,Labour Day
10071416,Yellow Cab,NEW YORK NY,3.18,77.83,42.3576," 8,405,837 "," 302,149 ",110,Cash,Male,33,18701,2016-09-05,Labour Day
10071464,Yellow Cab,NEW YORK NY,25.52,556.46,327.6768," 8,405,837 "," 302,149 ",149,Cash,Male,49,9649,2016-09-05,Labour Day
10071473,Yellow Cab,NEW YORK NY,5.2,107.6,64.896," 8,405,837 "," 302,149 ",263,Card,Male,18,18563,2016-09-05,Labour Day
10071486,Yellow Cab,NEW YORK NY,3.57,73.87,50.5512," 8,405,837 "," 302,149 ",2218,Cash,Female,21,27921,2016-09-05,Labour Day
10071492,Yellow Cab,NEW YORK NY,30.42,744.52,438.048," 8,405,837 "," 302,149 ",1868,Card,Male,25,4843,2016-09-05,Labour Day
10071494,Yellow Cab,NEW YORK NY,5.7,128.09,82.08," 8,405,837 "," 302,149 ",527,Card,Female,44,18793,2016-09-05,Labour Day
10071495,Yellow Cab,NEW YORK NY,9.28,187.9,116.928," 8,405,837 "," 302,149 ",1077,Cash,Female,31,13369,2016-09-05,Labour Day
10071501,Yellow Cab,NEW YORK NY,12.74,311.81,154.4088," 8,405,837 "," 302,149 ",432,Card,Female,39,17148,2016-09-05,Labour Day
10071506,Yellow Cab,NEW YORK NY,33.9,784.44,459.684," 8,405,837 "," 302,149 ",557,Card,Female,59,7322,2016-09-05,Labour Day
10071523,Yellow Cab,NEW YORK NY,10.08,233.25,124.5888," 8,405,837 "," 302,149 ",1817,Card,Female,53,26694,2016-09-05,Labour Day
10071558,Yellow Cab,NEW YORK NY,31.92,759.93,451.9872," 8,405,837 "," 302,149 ",1500,Cash,Male,29,5484,2016-09-05,Labour Day
10071568,Yellow Cab,NEW YORK NY,4.2,99.99,55.44," 8,405,837 "," 302,149 ",1287,Card,Male,40,24780,2016-09-05,Labour Day
10071573,Yellow Cab,NEW YORK NY,41.34,892.21,525.8448," 8,405,837 "," 302,149 ",2972,Card,Male,19,11338,2016-09-05,Labour Day
10071575,Yellow Cab,NEW YORK NY,4.4,102.79,53.856," 8,405,837 "," 302,149 ",1520,Card,Male,18,14187,2016-09-05,Labour Day
10071581,Yellow Cab,NEW YORK NY,9.36,204.09,133.6608," 8,405,837 "," 302,149 ",2648,Cash,Female,24,3845,2016-09-05,Labour Day
10071582,Yellow Cab,NEW YORK NY,22.8,522.51,292.752," 8,405,837 "," 302,149 ",1508,Cash,Male,53,10114,2016-09-05,Labour Day
10071599,Yellow Cab,ORANGE COUNTY,29.96,506.51,431.424," 1,030,185 "," 12,994 ",15189,Card,Female,32,6552,2016-09-05,Labour Day
10071607,Yellow Cab,PHOENIX AZ,36.75,605.14,485.1," 943,999 "," 6,133 ",21608,Cash,Female,22,32390,2016-09-05,Labour Day
10071608,Yellow Cab,PHOENIX AZ,16.5,238.99,235.62," 943,999 "," 6,133 ",22071,Cash,Female,64,20449,2016-09-05,Labour Day
10071612,Yellow Cab,PITTSBURGH PA,31.36,408.75,395.136," 542,085 "," 3,643 ",49081,Card,Female,50,4641,2016-09-05,Labour Day
10071621,Yellow Cab,SAN DIEGO CA,17.12,313.01,234.2016," 959,307 "," 69,995 ",19856,Card,Male,24,11225,2016-09-05,Labour Day
10071640,Yellow Cab,SAN DIEGO CA,29.9,529.22,401.856," 959,307 "," 69,995 ",20647,Card,Male,27,29661,2016-09-05,Labour Day
10071676,Yellow Cab,SAN DIEGO CA,12.36,257.23,167.6016," 959,307 "," 69,995 ",18731,Card,Male,24,32333,2016-09-05,Labour Day
10071948,Yellow Cab,SEATTLE WA,11.52,175.36,139.6224," 671,238 "," 25,063 ",37389,Card,Male,27,16987,2016-09-05,Labour Day
10071954,Yellow Cab,SEATTLE WA,19.95,321.54,258.552," 671,238 "," 25,063 ",36481,Cash,Male,27,20762,2016-09-05,Labour Day
10071981,Yellow Cab,SILICON VALLEY,4.36,68.77,58.0752," 1,177,609 "," 27,247 ",12839,Card,Male,60,5805,2016-09-05,Labour Day
10072028,Yellow Cab,WASHINGTON DC,20.14,266.96,280.3488," 418,859 "," 127,001 ",52033,Card,Female,50,11401,2016-09-05,Labour Day
10072086,Yellow Cab,WASHINGTON DC,19.57,275.78,281.808," 418,859 "," 127,001 ",53677,Card,Male,48,8514,2016-09-05,Labour Day
10072122,Yellow Cab,WASHINGTON DC,14.14,205.18,200.2224," 418,859 "," 127,001 ",52856,Card,Female,35,6512,2016-09-05,Labour Day
10072179,Yellow Cab,WASHINGTON DC,19.26,260.67,261.1656," 418,859 "," 127,001 ",51617,Card,Female,44,6384,2016-09-05,Labour Day
10072180,Yellow Cab,WASHINGTON DC,26.18,339.71,370.7088," 418,859 "," 127,001 ",51983,Card,Male,46,4574,2016-09-05,Labour Day
10072226,Yellow Cab,WASHINGTON DC,13.86,187.58,177.9624," 418,859 "," 127,001 ",52693,Cash,Female,24,14517,2016-09-05,Labour Day
10072231,Yellow Cab,WASHINGTON DC,38.61,501.0,509.652," 418,859 "," 127,001 ",52647,Card,Female,62,23966,2016-09-05,Labour Day
10072232,Yellow Cab,WASHINGTON DC,22.31,280.16,294.492," 418,859 "," 127,001 ",52438,Cash,Female,24,24333,2016-09-05,Labour Day
10072277,Yellow Cab,WASHINGTON DC,35.52,490.64,447.552," 418,859 "," 127,001 ",51328,Card,Male,20,11881,2016-09-05,Labour Day
10072289,Pink Cab,ATLANTA GA,7.21,83.07,79.31," 814,885 "," 24,701 ",28010,Cash,Female,47,14312,2016-09-05,Labour Day
10072326,Pink Cab,BOSTON MA,35.03,381.66,374.821," 248,968 "," 80,021 ",59950,Card,Male,56,6974,2016-09-05,Labour Day
10072374,Pink Cab,CHICAGO IL,17.92,156.32,189.952," 1,955,130 "," 164,468 ",3436,Cash,Male,64,16638,2016-09-05,Labour Day
10072393,Pink Cab,DALLAS TX,7.77,75.88,83.139," 942,908 "," 22,157 ",26335,Card,Male,40,7836,2016-09-05,Labour Day
10072424,Pink Cab,LOS ANGELES CA,39.44,531.23,441.728," 1,595,037 "," 144,132 ",6396,Card,Female,34,23252,2016-09-05,Labour Day
10072469,Pink Cab,LOS ANGELES CA,31.32,446.67,372.708," 1,595,037 "," 144,132 ",6671,Cash,Male,18,13891,2016-09-05,Labour Day
10072492,Pink Cab,LOS ANGELES CA,9.72,137.34,100.116," 1,595,037 "," 144,132 ",8707,Card,Male,21,10692,2016-09-05,Labour Day
10072499,Pink Cab,LOS ANGELES CA,5.5,73.36,62.7," 1,595,037 "," 144,132 ",6124,Cash,Female,27,14011,2016-09-05,Labour Day
10072532,Pink Cab,LOS ANGELES CA,39.96,517.13,403.596," 1,595,037 "," 144,132 ",7386,Card,Male,37,11567,2016-09-05,Labour Day
10072632,Pink Cab,NEW YORK NY,5.15,64.8,59.225," 8,405,837 "," 302,149 ",244,Card,Male,35,21354,2016-09-05,Labour Day
10072642,Pink Cab,NEW YORK NY,14.69,174.56,163.059," 8,405,837 "," 302,149 ",764,Card,Male,25,8947,2016-09-05,Labour Day
10072661,Pink Cab,NEW YORK NY,25.3,277.07,265.65," 8,405,837 "," 302,149 ",1856,Card,Male,23,8506,2016-09-05,Labour Day
10072689,Pink Cab,NEW YORK NY,29.76,325.91,318.432," 8,405,837 "," 302,149 ",2587,Cash,Male,36,27783,2016-09-05,Labour Day
10072708,Pink Cab,NEW YORK NY,28.84,312.47,346.08," 8,405,837 "," 302,149 ",286,Card,Female,46,23325,2016-09-05,Labour Day
10072748,Pink Cab,NEW YORK NY,2.28,29.22,26.448," 8,405,837 "," 302,149 ",1146,Cash,Male,37,7716,2016-09-05,Labour Day
10072755,Pink Cab,ORANGE COUNTY,21.42,218.61,242.046," 1,030,185 "," 12,994 ",17523,Card,Male,19,4651,2016-09-05,Labour Day
10072806,Pink Cab,SAN DIEGO CA,14.56,178.1,158.704," 959,307 "," 69,995 ",19621,Cash,Male,26,8756,2016-09-05,Labour Day
10072833,Pink Cab,SAN DIEGO CA,27.81,333.77,311.472," 959,307 "," 69,995 ",18738,Card,Female,46,12464,2016-09-05,Labour Day
10072868,Pink Cab,SAN DIEGO CA,26.4,322.94,282.48," 959,307 "," 69,995 ",20361,Cash,Female,38,17436,2016-09-05,Labour Day
10072869,Pink Cab,SAN DIEGO CA,29.9,338.15,319.93," 959,307 "," 69,995 ",20083,Card,Male,29,29337,2016-09-05,Labour Day
10073141,Pink Cab,WASHINGTON DC,33.6,391.61,362.88," 418,859 "," 127,001 ",53853,Card,Male,35,6833,2016-09-05,Labour Day
10073153,Pink Cab,WASHINGTON DC,9.12,98.35,108.528," 418,859 "," 127,001 ",53839,Cash,Male,64,23693,2016-09-05,Labour Day
10073180,Yellow Cab,ATLANTA GA,18.72,277.35,247.104," 814,885 "," 24,701 ",27914,Cash,Male,22,19301,2016-09-05,Labour Day
10073200,Yellow Cab,ATLANTA GA,15.96,233.89,191.52," 814,885 "," 24,701 ",28948,Card,Female,28,31853,2016-09-05,Labour Day
10073203,Yellow Cab,ATLANTA GA,23.0,337.06,284.28," 814,885 "," 24,701 ",28659,Card,Male,34,22338,2016-09-05,Labour Day
10073209,Yellow Cab,AUSTIN TX,21.34,470.47,289.3704," 698,371 "," 14,978 ",35108,Card,Female,20,20551,2016-09-05,Labour Day
10073243,Yellow Cab,BOSTON MA,28.75,458.51,369.15," 248,968 "," 80,021 ",58170,Card,Female,22,8899,2016-09-05,Labour Day
10073302,Yellow Cab,BOSTON MA,15.36,214.05,204.5952," 248,968 "," 80,021 ",59207,Cash,Female,36,8132,2016-09-05,Labour Day
10073303,Yellow Cab,BOSTON MA,23.31,328.44,288.1116," 248,968 "," 80,021 ",59269,Card,Male,28,5185,2016-09-05,Labour Day
10073344,Yellow Cab,BOSTON MA,25.99,418.52,311.88," 248,968 "," 80,021 ",58606,Card,Female,27,26672,2016-09-05,Labour Day
10073356,Yellow Cab,BOSTON MA,33.32,490.12,443.8224," 248,968 "," 80,021 ",59621,Cash,Female,28,23879,2016-09-05,Labour Day
10073363,Yellow Cab,BOSTON MA,21.85,311.25,314.64," 248,968 "," 80,021 ",59740,Card,Female,21,9975,2016-09-05,Labour Day
10073387,Yellow Cab,CHICAGO IL,29.0,470.55,375.84," 1,955,130 "," 164,468 ",4748,Card,Female,59,8508,2016-09-05,Labour Day
